Month,Year,Full-time,Part-time,Grand Total,Quarter,AirlineID
8,2016,76206,11002,87208,3,UA
9,2016,76204,11144,87348,3,UA
10,2016,76311,11184,87495,4,UA
11,2016,76478,11098,87576,4,UA
12,2016,76641,10981,87622,4,UA
1,2017,76611,11070,87681,1,UA
2,2017,76649,11151,87800,1,UA
3,2017,76911,11226,88137,1,UA
4,2017,77237,11233,88470,2,UA
5,2017,77329,11219,88548,2,UA
6,2017,77349,11146,88495,2,UA
7,2017,77420,11078,88498,3,UA
8,2017,77237,11128,88365,3,UA
9,2017,76929,11350,88279,3,UA
10,2017,76873,11594,88467,4,UA
11,2017,76851,11591,88442,4,UA
12,2017,76873,11501,88374,4,UA
1,2018,76555,11617,88172,1,UA
2,2018,76736,11560,88296,1,UA
3,2018,76755,11403,88158,1,UA
4,2018,77383,11296,88679,2,UA
5,2018,77411,11314,88725,2,UA
6,2018,77707,11151,88858,2,UA
7,2018,77554,11080,88634,3,UA
8,2018,77432,11006,88438,3,UA
9,2018,77329,11194,88523,3,UA
10,2018,77160,11344,88504,4,UA
11,2018,77202,11327,88529,4,UA
12,2018,77369,11168,88537,4,UA
1,2019,77674,11152,88826,1,UA
2,2019,77959,11092,89051,1,UA
3,2019,78247,11289,89536,1,UA
4,2019,78521,11575,90096,2,UA
5,2019,78882,11664,90546,2,UA
6,2019,79178,11674,90852,2,UA
7,2019,79133,11617,90750,3,UA
8,2019,79171,11533,90704,3,UA
9,2019,79224,11643,90867,3,UA
10,2019,79342,11767,91109,4,UA
11,2019,79301,11814,91115,4,UA
12,2019,79745,11701,91446,4,UA
1,2020,80145,11892,92037,1,UA
2,2020,80362,11887,92249,1,UA
3,2020,80239,11324,91563,1,UA
4,2020,78370,8999,87369,2,UA
5,2020,76053,7670,83723,2,UA
6,2020,74779,7449,82228,2,UA
7,2020,71580,7229,78809,3,UA
8,2020,70558,7343,77901,3,UA
9,2020,70310,6911,77221,3,UA
10,2020,54639,7681,62320,4,UA
11,2020,54411,7871,62282,4,UA
12,2020,54725,7860,62585,4,UA
1,2021,61065,8046,69111,1,UA
2,2021,61950,8108,70058,1,UA
3,2021,59166,8125,67291,1,UA
4,2021,59536,8395,67931,2,UA
5,2021,59986,8747,68733,2,UA
6,2021,60215,8881,69096,2,UA
7,2021,61319,8966,70285,3,UA
8,2021,62612,8926,71538,3,UA
9,2021,63810,8829,72639,3,UA
10,2021,63810,8829,72639,4,UA
11,2021,62427,9422,71849,4,UA
12,2021,65022,13318,78340,4,UA
1,2022,66439,12942,79381,1,UA
2,2022,67102,13481,80583,1,UA
3,2022,68150,13774,81924,1,UA
4,2022,69124,14203,83327,2,UA
5,2022,69949,14765,84714,2,UA
6,2022,70959,15077,86036,2,UA
7,2022,71659,15177,86836,3,UA
8,2022,72373,15524,87897,3,UA
9,2022,73076,15868,88944,3,UA
10,2022,74163,16253,90416,4,UA
11,2022,75054,16424,91478,4,UA
12,2022,75612,16233,91845,4,UA
1,2023,76648,16453,93101,1,UA
2,2023,77580,16603,94183,1,UA
3,2023,78778,16694,95472,1,UA
4,2023,79783,16760,96543,2,UA
5,2023,80936,16801,97737,2,UA
6,2023,82153,16678,98831,2,UA
7,2023,83198,16560,99758,3,UA
8,2023,84118,16518,100636,3,UA
9,2023,84747,16625,101372,3,UA
10,2023,85140,16835,101975,4,UA
11,2023,85569,16835,102404,4,UA
12,2023,85926,16649,102575,4,UA
1,2024,86609,16444,103053,1,UA
2,2024,86907,16364,103271,1,UA
3,2024,87257,16525,103782,1,UA
4,2024,87703,16702,104405,2,UA
5,2024,88527,16977,105504,2,UA
6,2024,88519,17080,105599,2,UA
7,2024,88605,17151,105756,3,UA
8,2024,88297,17119,105416,3,UA
9,2024,88473,17391,105864,3,UA
10,2024,88703,17452,106155,4,UA
11,2024,88846,17557,106403,4,UA
12,2024,89302,17487,106789,4,UA
8,1992,105,21,126,3,NK
9,1992,102,21,123,3,NK
10,1992,105,21,126,4,NK
11,1992,106,19,125,4,NK
12,1992,106,19,125,4,NK
1,1993,102,18,120,1,NK
2,1993,102,18,120,1,NK
3,1993,102,18,120,1,NK
4,1993,102,18,120,2,NK
5,1993,155,26,181,2,NK
6,1993,155,26,181,2,NK
7,1993,169,26,195,3,NK
8,1993,114,48,162,3,NK
9,1993,114,48,162,3,NK
10,1993,114,48,162,4,NK
11,1993,114,48,162,4,NK
12,1993,148,48,196,4,NK
1,1994,148,48,196,1,NK
2,1994,148,48,196,1,NK
3,1994,190,25,215,1,NK
4,1994,190,25,215,2,NK
5,1994,190,25,215,2,NK
6,1994,190,25,215,2,NK
7,1994,215,25,240,3,NK
8,1994,215,25,240,3,NK
9,1994,275,25,300,3,NK
10,1994,275,25,300,4,NK
12,1994,280,43,323,4,NK
1,1995,280,43,323,1,NK
2,1995,280,43,323,1,NK
3,1995,309,55,364,1,NK
4,1995,315,58,373,2,NK
5,1995,335,55,390,2,NK
6,1995,355,30,385,2,NK
7,1995,355,30,385,3,NK
8,1995,355,30,385,3,NK
9,1995,370,85,455,3,NK
10,1995,370,85,455,4,NK
11,1995,370,85,455,4,NK
12,1995,370,85,455,4,NK
1,1996,393,40,433,1,NK
2,1996,393,40,433,1,NK
3,1996,393,40,433,1,NK
4,1996,393,40,433,2,NK
5,1996,350,168,518,2,NK
6,1996,420,98,518,2,NK
7,1996,420,98,518,3,NK
8,1996,420,98,518,3,NK
9,1996,424,112,536,3,NK
10,1996,424,112,536,4,NK
11,1996,424,112,536,4,NK
12,1996,420,100,520,4,NK
1,1997,420,100,520,1,NK
2,1997,400,140,540,1,NK
3,1997,400,140,540,1,NK
4,1997,420,100,520,2,NK
5,1997,443,189,632,2,NK
6,1997,508,190,698,2,NK
7,1997,583,146,729,3,NK
8,1997,584,146,730,3,NK
9,1997,602,150,752,3,NK
10,1997,606,151,757,4,NK
11,1997,644,162,806,4,NK
12,1997,636,159,795,4,NK
1,1998,639,159,798,1,NK
2,1998,684,171,855,1,NK
3,1998,717,179,896,1,NK
4,1998,725,181,906,2,NK
5,1998,662,254,916,2,NK
6,1998,700,234,934,2,NK
7,1998,723,267,990,3,NK
8,1998,767,259,1026,3,NK
9,1998,811,254,1065,3,NK
10,1998,822,274,1096,4,NK
11,1998,878,283,1161,4,NK
12,1998,925,271,1196,4,NK
1,1999,869,279,1148,1,NK
2,1999,952,329,1281,1,NK
3,1999,1023,340,1363,1,NK
4,1999,1105,379,1484,2,NK
5,1999,1073,345,1418,2,NK
6,1999,1135,383,1518,2,NK
7,1999,1279,360,1639,3,NK
8,1999,1322,363,1685,3,NK
9,1999,1301,333,1634,3,NK
10,1999,1381,346,1727,4,NK
11,1999,1618,286,1904,4,NK
12,1999,1657,316,1973,4,NK
1,2000,1655,389,2044,1,NK
2,2000,1704,362,2066,1,NK
3,2000,1687,396,2083,1,NK
4,2000,1633,404,2037,2,NK
5,2000,1608,390,1998,2,NK
6,2000,1565,335,1900,2,NK
7,2000,1482,323,1805,3,NK
8,2000,1416,327,1743,3,NK
9,2000,1404,294,1698,3,NK
10,2000,1316,413,1729,4,NK
11,2000,1444,324,1768,4,NK
12,2000,1574,337,1911,4,NK
1,2001,1582,342,1924,1,NK
2,2001,1698,365,2063,1,NK
3,2001,1773,361,2134,1,NK
4,2001,1999,322,2321,2,NK
5,2001,2041,358,2399,2,NK
6,2001,1945,341,2286,2,NK
7,2001,1935,331,2266,3,NK
8,2001,1958,345,2303,3,NK
9,2001,2015,348,2363,3,NK
10,2001,1593,213,1806,4,NK
11,2001,1740,258,1998,4,NK
12,2001,1774,275,2049,4,NK
1,2002,1849,280,2129,1,NK
2,2002,1849,280,2129,1,NK
3,2002,1940,273,2213,1,NK
4,2002,2025,246,2271,2,NK
5,2002,2047,335,2382,2,NK
6,2002,2102,341,2443,2,NK
7,2002,2103,334,2437,3,NK
8,2002,2139,348,2487,3,NK
9,2002,2134,331,2465,3,NK
10,2002,2204,334,2538,4,NK
11,2002,2228,369,2597,4,NK
12,2002,2199,380,2579,4,NK
1,2003,2223,350,2573,1,NK
2,2003,2219,352,2571,1,NK
3,2003,2235,396,2631,1,NK
4,2003,2327,356,2683,2,NK
5,2003,2263,310,2573,2,NK
6,2003,2270,335,2605,2,NK
7,2003,2144,341,2485,3,NK
8,2003,2295,330,2625,3,NK
9,2003,2137,324,2461,3,NK
10,2003,2114,311,2425,4,NK
11,2003,2243,304,2547,4,NK
12,2003,2402,332,2734,4,NK
1,2004,2242,325,2567,1,NK
2,2004,2243,294,2537,1,NK
3,2004,2250,299,2549,1,NK
4,2004,2261,307,2568,2,NK
5,2004,2288,303,2591,2,NK
6,2004,2278,315,2593,2,NK
7,2004,2272,308,2580,3,NK
8,2004,2271,307,2578,3,NK
9,2004,2173,314,2487,3,NK
10,2004,2155,281,2436,4,NK
11,2004,2360,269,2629,4,NK
12,2004,2339,288,2627,4,NK
1,2005,2324,301,2625,1,NK
2,2005,2208,292,2500,1,NK
3,2005,2146,275,2421,1,NK
4,2005,2072,244,2316,2,NK
5,2005,1934,228,2162,2,NK
6,2005,1980,237,2217,2,NK
7,2005,2029,248,2277,3,NK
8,2005,1976,236,2212,3,NK
9,2005,1905,235,2140,3,NK
10,2005,1928,262,2190,4,NK
11,2005,1951,265,2216,4,NK
12,2005,1923,272,2195,4,NK
1,2006,1959,191,2150,1,NK
2,2006,1957,206,2163,1,NK
3,2006,1872,271,2143,1,NK
4,2006,1870,261,2131,2,NK
5,2006,1837,282,2119,2,NK
6,2006,1899,280,2179,2,NK
7,2006,1893,280,2173,3,NK
8,2006,1848,263,2111,3,NK
9,2006,1863,251,2114,3,NK
10,2006,1890,267,2157,4,NK
11,2006,1906,246,2152,4,NK
12,2006,1916,250,2166,4,NK
1,2007,1935,260,2195,1,NK
2,2007,1994,286,2280,1,NK
3,2007,1981,260,2241,1,NK
4,2007,2001,259,2260,2,NK
5,2007,2032,238,2270,2,NK
6,2007,2062,257,2319,2,NK
7,2007,2047,296,2343,3,NK
8,2007,2047,269,2316,3,NK
9,2007,2039,208,2247,3,NK
10,2007,2105,212,2317,4,NK
11,2007,2211,218,2429,4,NK
12,2007,2092,217,2309,4,NK
1,2008,2108,231,2339,1,NK
2,2008,2240,260,2500,1,NK
3,2008,2365,241,2606,1,NK
4,2008,2336,225,2561,2,NK
5,2008,2356,289,2645,2,NK
6,2008,2305,295,2600,2,NK
7,2008,2177,292,2469,3,NK
8,2008,2094,286,2380,3,NK
9,2008,2192,286,2478,3,NK
10,2008,2184,264,2448,4,NK
11,2008,2127,277,2404,4,NK
12,2008,2116,294,2410,4,NK
1,2009,1817,290,2107,1,NK
2,2009,1754,270,2024,1,NK
3,2009,1758,296,2054,1,NK
4,2009,1753,291,2044,2,NK
5,2009,1770,322,2092,2,NK
6,2009,1754,302,2056,2,NK
7,2009,1741,313,2054,3,NK
8,2009,1740,297,2037,3,NK
9,2009,1723,292,2015,3,NK
10,2009,1738,290,2028,4,NK
11,2009,1736,340,2076,4,NK
12,2009,1751,338,2089,4,NK
1,2010,1797,336,2133,1,NK
2,2010,1783,336,2119,1,NK
3,2010,1842,364,2206,1,NK
4,2010,1783,336,2119,2,NK
5,2010,1871,379,2250,2,NK
6,2010,1881,343,2224,2,NK
7,2010,1883,339,2222,3,NK
8,2010,1884,339,2223,3,NK
9,2010,2013,348,2361,3,NK
10,2010,1954,333,2287,4,NK
11,2010,1955,376,2331,4,NK
12,2010,2001,393,2394,4,NK
1,2011,2045,396,2441,1,NK
2,2011,2045,396,2441,1,NK
3,2011,1975,328,2303,1,NK
4,2011,2080,401,2481,2,NK
5,2011,2093,411,2504,2,NK
6,2011,2129,410,2539,2,NK
7,2011,2122,421,2543,3,NK
8,2011,2126,421,2547,3,NK
9,2011,2173,396,2569,3,NK
10,2011,2208,385,2593,4,NK
11,2011,2222,419,2641,4,NK
12,2011,2398,669,3067,4,NK
1,2012,2316,439,2755,1,NK
2,2012,2409,441,2850,1,NK
3,2012,2507,526,3033,1,NK
4,2012,2458,468,2926,2,NK
5,2012,2497,455,2952,2,NK
6,2012,2539,462,3001,2,NK
7,2012,2548,531,3079,3,NK
8,2012,3137,474,3611,3,NK
9,2012,2566,487,3053,3,NK
10,2012,2579,466,3045,4,NK
11,2012,2660,456,3116,4,NK
12,2012,3008,717,3725,4,NK
1,2013,2767,450,3217,1,NK
2,2013,2798,456,3254,1,NK
3,2013,2962,506,3468,1,NK
4,2013,2932,454,3386,2,NK
5,2013,3027,457,3484,2,NK
6,2013,3162,476,3638,2,NK
7,2013,3107,459,3566,3,NK
8,2013,3137,474,3611,3,NK
9,2013,3165,447,3612,3,NK
10,2013,3262,450,3712,4,NK
11,2013,3293,455,3748,4,NK
12,2013,3320,445,3765,4,NK
1,2014,3374,460,3834,1,NK
2,2014,3312,444,3756,1,NK
3,2014,3339,459,3798,1,NK
4,2014,3415,473,3888,2,NK
5,2014,3437,461,3898,2,NK
6,2014,3484,459,3943,2,NK
7,2014,3507,471,3978,3,NK
8,2014,3538,471,4009,3,NK
9,2014,3573,460,4033,3,NK
10,2014,3612,494,4106,4,NK
11,2014,4195,503,4698,4,NK
12,2014,3685,479,4164,4,NK
1,2015,3766,534,4300,1,NK
2,2015,3825,507,4332,1,NK
3,2015,3899,520,4419,1,NK
4,2015,3982,463,4445,2,NK
5,2015,4028,398,4426,2,NK
6,2015,4115,377,4492,2,NK
7,2015,4166,289,4455,3,NK
8,2015,4270,279,4549,3,NK
9,2015,4312,276,4588,3,NK
10,2015,4394,271,4665,4,NK
11,2015,4490,265,4755,4,NK
12,2015,4567,269,4836,4,NK
1,2016,4673,270,4943,1,NK
2,2016,4781,269,5050,1,NK
3,2016,4796,294,5090,1,NK
4,2016,4905,288,5193,2,NK
5,2016,5122,309,5431,2,NK
6,2016,5111,292,5403,2,NK
7,2016,5152,286,5438,3,NK
8,2016,5192,286,5478,3,NK
9,2016,5261,271,5532,3,NK
10,2016,5274,267,5541,4,NK
11,2016,5330,308,5638,4,NK
12,2016,5437,319,5756,4,NK
1,2017,5484,315,5799,1,NK
2,2017,5496,312,5808,1,NK
3,2017,5598,367,5965,1,NK
4,2017,5661,376,6037,2,NK
5,2017,5772,362,6134,2,NK
6,2017,5944,373,6317,2,NK
7,2017,6031,371,6402,3,NK
8,2017,6025,368,6393,3,NK
9,2017,6144,357,6501,3,NK
10,2017,6203,389,6592,4,NK
11,2017,6317,376,6693,4,NK
12,2017,6406,388,6794,4,NK
1,2018,6483,388,6871,1,NK
2,2018,6571,391,6962,1,NK
3,2018,6699,405,7104,1,NK
4,2018,6874,387,7261,2,NK
5,2018,6971,333,7304,2,NK
6,2018,7043,332,7375,2,NK
7,2018,7026,334,7360,3,NK
8,2018,7127,343,7470,3,NK
9,2018,7242,280,7522,3,NK
10,2018,7401,296,7697,4,NK
11,2018,7318,299,7617,4,NK
12,2018,7343,305,7648,4,NK
1,2019,7406,294,7700,1,NK
2,2019,7489,296,7785,1,NK
3,2019,7570,305,7875,1,NK
4,2019,7600,328,7928,2,NK
5,2019,7741,340,8081,2,NK
6,2019,7884,348,8232,2,NK
7,2019,7870,338,8208,3,NK
8,2019,7917,363,8280,3,NK
9,2019,8000,342,8342,3,NK
10,2019,8103,342,8445,4,NK
11,2019,8273,395,8668,4,NK
12,2019,8607,386,8993,4,NK
1,2020,8467,372,8839,1,NK
2,2020,8600,375,8975,1,NK
3,2020,8858,355,9213,1,NK
4,2020,8864,340,9204,2,NK
5,2020,8868,331,9199,2,NK
6,2020,8807,327,9134,2,NK
7,2020,8817,327,9144,3,NK
8,2020,8636,290,8926,3,NK
9,2020,8617,276,8893,3,NK
10,2020,8606,323,8929,4,NK
11,2020,8612,299,8911,4,NK
12,2020,8851,324,9175,4,NK
1,2021,8497,330,8827,1,NK
2,2021,8448,317,8765,1,NK
3,2021,8496,324,8820,1,NK
4,2021,8539,333,8872,2,NK
5,2021,8741,304,9045,2,NK
6,2021,8949,311,9260,2,NK
7,2021,9031,285,9316,3,NK
8,2021,9165,294,9459,3,NK
9,2021,9310,284,9594,3,NK
10,2021,9563,268,9831,4,NK
11,2021,9663,249,9912,4,NK
12,2021,10148,285,10433,4,NK
1,2022,9918,307,10225,1,NK
2,2022,9970,326,10296,1,NK
3,2022,10144,342,10486,1,NK
4,2022,10321,337,10658,2,NK
5,2022,10454,333,10787,2,NK
6,2022,10588,333,10921,2,NK
7,2022,10713,307,11020,3,NK
8,2022,10974,302,11276,3,NK
9,2022,11185,332,11517,3,NK
10,2022,11397,310,11707,4,NK
11,2022,11377,318,11695,4,NK
12,2022,11654,297,11951,4,NK
1,2023,11865,311,12176,1,NK
2,2023,11988,310,12298,1,NK
3,2023,12211,344,12555,1,NK
4,2023,12273,325,12598,2,NK
5,2023,12376,320,12696,2,NK
6,2023,12507,322,12829,2,NK
7,2023,12622,333,12955,3,NK
8,2023,12808,313,13121,3,NK
9,2023,12811,360,13171,3,NK
10,2023,12809,325,13134,4,NK
11,2023,12819,343,13162,4,NK
12,2023,13484,345,13829,4,NK
1,2024,12829,374,13203,1,NK
2,2024,12503,355,12858,1,NK
3,2024,12322,438,12760,1,NK
4,2024,12069,387,12456,2,NK
5,2024,12028,401,12429,2,NK
6,2024,11880,389,12269,2,NK
7,2024,11739,400,12139,3,NK
8,2024,11825,435,12260,3,NK
9,2024,11772,411,12183,3,NK
10,2024,11357,403,11760,4,NK
11,2024,11262,393,11655,4,NK
12,2024,11787,404,12191,4,NK
1,1990,6997,832,7829,1,WN
2,1990,6996,833,7829,1,WN
3,1990,7090,833,7923,1,WN
4,1990,7772,173,7945,2,WN
5,1990,8049,164,8213,2,WN
6,1990,8224,165,8389,2,WN
7,1990,8297,157,8454,3,WN
8,1990,8310,150,8460,3,WN
9,1990,8325,152,8477,3,WN
10,1990,8416,142,8558,4,WN
11,1990,8463,137,8600,4,WN
12,1990,8486,134,8620,4,WN
1,1991,8503,137,8640,1,WN
2,1991,8667,134,8801,1,WN
3,1991,8671,135,8806,1,WN
4,1991,8892,134,9026,2,WN
5,1991,9074,136,9210,2,WN
6,1991,9170,131,9301,2,WN
7,1991,9249,130,9379,3,WN
8,1991,9312,114,9426,3,WN
9,1991,9396,111,9507,3,WN
10,1991,9462,101,9563,4,WN
11,1991,9570,111,9681,4,WN
12,1991,9687,91,9778,4,WN
1,1992,9784,83,9867,1,WN
2,1992,9902,91,9993,1,WN
3,1992,10152,86,10238,1,WN
4,1992,10520,85,10605,2,WN
5,1992,10702,80,10782,2,WN
6,1992,10709,73,10782,2,WN
7,1992,11277,73,11350,3,WN
8,1992,11329,73,11402,3,WN
9,1992,11373,67,11440,3,WN
10,1992,11520,66,11586,4,WN
11,1992,11563,60,11623,4,WN
12,1992,11453,56,11509,4,WN
1,1993,11491,56,11547,1,WN
2,1993,11675,57,11732,1,WN
3,1993,11835,55,11890,1,WN
4,1993,12101,55,12156,2,WN
5,1993,12357,53,12410,2,WN
6,1993,12541,54,12595,2,WN
7,1993,12766,53,12819,3,WN
8,1993,12844,54,12898,3,WN
9,1993,12948,50,12998,3,WN
10,1993,12967,49,13016,4,WN
11,1993,13174,53,13227,4,WN
12,1993,13232,52,13284,4,WN
1,1994,13267,50,13317,1,WN
2,1994,13407,52,13459,1,WN
3,1994,13730,48,13778,1,WN
4,1994,13833,45,13878,2,WN
5,1994,14747,46,14793,2,WN
6,1994,14992,47,15039,2,WN
7,1994,15260,48,15308,3,WN
8,1994,15482,50,15532,3,WN
9,1994,15793,46,15839,3,WN
10,1994,16125,50,16175,4,WN
11,1994,16369,47,16416,4,WN
12,1994,16597,49,16646,4,WN
1,1995,17089,46,17135,1,WN
2,1995,17524,47,17571,1,WN
3,1995,17970,45,18015,1,WN
4,1995,18271,43,18314,2,WN
5,1995,18488,41,18529,2,WN
6,1995,18944,42,18986,2,WN
7,1995,19101,195,19296,3,WN
8,1995,19181,320,19501,3,WN
9,1995,19270,478,19748,3,WN
10,1995,19337,577,19914,4,WN
11,1995,19454,635,20089,4,WN
12,1995,19546,774,20320,4,WN
1,1996,19880,684,20564,1,WN
2,1996,20008,668,20676,1,WN
3,1996,20477,653,21130,1,WN
4,1996,20889,670,21559,2,WN
5,1996,21245,665,21910,2,WN
6,1996,21526,762,22288,2,WN
7,1996,21757,816,22573,3,WN
8,1996,21821,828,22649,3,WN
9,1996,22624,884,23508,3,WN
10,1996,22457,862,23319,4,WN
11,1996,22534,904,23438,4,WN
12,1996,22493,902,23395,4,WN
1,1997,22839,887,23726,1,WN
2,1997,23027,880,23907,1,WN
3,1997,23544,436,23980,1,WN
4,1997,23227,849,24076,2,WN
5,1997,23265,876,24141,2,WN
6,1997,23329,897,24226,2,WN
7,1997,23394,911,24305,3,WN
8,1997,23358,895,24253,3,WN
9,1997,23407,866,24273,3,WN
10,1997,23385,886,24271,4,WN
11,1997,23568,955,24523,4,WN
12,1997,23494,960,24454,4,WN
1,1998,23570,890,24460,1,WN
2,1998,23526,850,24376,1,WN
3,1998,23729,844,24573,1,WN
4,1998,23805,827,24632,2,WN
5,1998,23833,818,24651,2,WN
6,1998,23967,840,24807,2,WN
7,1998,24155,809,24964,3,WN
8,1998,24885,405,25290,3,WN
9,1998,24610,818,25428,3,WN
10,1998,24898,819,25717,4,WN
11,1998,25198,890,26088,4,WN
12,1998,25392,904,26296,4,WN
1,1999,25424,857,26281,1,WN
2,1999,26280,884,27164,1,WN
3,1999,26104,857,26961,1,WN
4,1999,26009,837,26846,2,WN
5,1999,26179,857,27036,2,WN
6,1999,26386,864,27250,2,WN
7,1999,26681,880,27561,3,WN
8,1999,26804,864,27668,3,WN
9,1999,26742,845,27587,3,WN
10,1999,27049,862,27911,4,WN
11,1999,27200,878,28078,4,WN
12,1999,27211,884,28095,4,WN
1,2000,27316,854,28170,1,WN
2,2000,27500,840,28340,1,WN
3,2000,27481,860,28341,1,WN
4,2000,27601,858,28459,2,WN
5,2000,27514,852,28366,2,WN
6,2000,27403,850,28253,2,WN
7,2000,27593,878,28471,3,WN
8,2000,27821,826,28647,3,WN
9,2000,27916,810,28726,3,WN
10,2000,28329,830,29159,4,WN
11,2000,28626,829,29455,4,WN
12,2000,28860,828,29688,4,WN
1,2001,28887,813,29700,1,WN
2,2001,29060,810,29870,1,WN
3,2001,29160,800,29960,1,WN
4,2001,29498,793,30291,2,WN
5,2001,29781,779,30560,2,WN
6,2001,29996,746,30742,2,WN
7,2001,30367,748,31115,3,WN
8,2001,30478,731,31209,3,WN
9,2001,30580,733,31313,3,WN
10,2001,30749,739,31488,4,WN
11,2001,31049,728,31777,4,WN
12,2001,31945,729,32674,4,WN
1,2002,31282,725,32007,1,WN
2,2002,31538,720,32258,1,WN
3,2002,31875,739,32614,1,WN
4,2002,32316,742,33058,2,WN
5,2002,32351,726,33077,2,WN
6,2002,32790,718,33508,2,WN
7,2002,33151,732,33883,3,WN
8,2002,33261,726,33987,3,WN
9,2002,33271,676,33947,3,WN
10,2002,33347,722,34069,4,WN
11,2002,33800,742,34542,4,WN
12,2002,33322,766,34088,4,WN
1,2003,33062,730,33792,1,WN
2,2003,33141,771,33912,1,WN
3,2003,32776,728,33504,1,WN
4,2003,32692,761,33453,2,WN
5,2003,32612,794,33406,2,WN
6,2003,32481,842,33323,2,WN
7,2003,32636,852,33488,3,WN
8,2003,32307,855,33162,3,WN
9,2003,32146,834,32980,3,WN
10,2003,32164,858,33022,4,WN
11,2003,32334,905,33239,4,WN
12,2003,32394,906,33300,4,WN
1,2004,32054,859,32913,1,WN
2,2004,31257,708,31965,1,WN
3,2004,31202,640,31842,1,WN
4,2004,31219,624,31843,2,WN
5,2004,31091,622,31713,2,WN
6,2004,31081,655,31736,2,WN
7,2004,31317,718,32035,3,WN
8,2004,30615,539,31154,3,WN
9,2004,30387,540,30927,3,WN
10,2004,30399,529,30928,4,WN
11,2004,31245,535,31780,4,WN
12,2004,30749,525,31274,4,WN
1,2005,30753,515,31268,1,WN
2,2005,30685,498,31183,1,WN
3,2005,30728,493,31221,1,WN
4,2005,30813,489,31302,2,WN
5,2005,30995,493,31488,2,WN
6,2005,31110,512,31622,2,WN
7,2005,31176,504,31680,3,WN
8,2005,31214,497,31711,3,WN
9,2005,31134,496,31630,3,WN
10,2005,31013,503,31516,4,WN
11,2005,31393,507,31900,4,WN
12,2005,31472,514,31986,4,WN
1,2006,31177,506,31683,1,WN
2,2006,31210,504,31714,1,WN
3,2006,31142,509,31651,1,WN
4,2006,31377,502,31879,2,WN
5,2006,31433,502,31935,2,WN
6,2006,31482,505,31987,2,WN
7,2006,31477,507,31984,3,WN
8,2006,31849,491,32340,3,WN
9,2006,31903,482,32385,3,WN
10,2006,32238,479,32717,4,WN
11,2006,32354,479,32833,4,WN
12,2006,32429,470,32899,4,WN
1,2007,32255,470,32725,1,WN
2,2007,32594,470,33064,1,WN
3,2007,32728,467,33195,1,WN
4,2007,32891,479,33370,2,WN
5,2007,32993,474,33467,2,WN
6,2007,33023,475,33498,2,WN
7,2007,33309,490,33799,3,WN
8,2007,33400,477,33877,3,WN
9,2007,33544,485,34029,3,WN
10,2007,33620,511,34131,4,WN
11,2007,33845,516,34361,4,WN
12,2007,34105,545,34650,4,WN
1,2008,33910,552,34462,1,WN
2,2008,33794,552,34346,1,WN
3,2008,33567,655,34222,1,WN
4,2008,33729,655,34384,2,WN
5,2008,33576,666,34242,2,WN
6,2008,33681,692,34373,2,WN
7,2008,33925,719,34644,3,WN
8,2008,34971,673,35644,3,WN
9,2008,35194,701,35895,3,WN
10,2008,35321,687,36008,4,WN
11,2008,35313,710,36023,4,WN
12,2008,35146,706,35852,4,WN
1,2009,35167,712,35879,1,WN
2,2009,35187,711,35898,1,WN
3,2009,35154,715,35869,1,WN
4,2009,35078,723,35801,2,WN
5,2009,35049,723,35772,2,WN
6,2009,34938,716,35654,2,WN
7,2009,34580,701,35281,3,WN
8,2009,34324,672,34996,3,WN
9,2009,34477,657,35134,3,WN
10,2009,34420,656,35076,4,WN
11,2009,34439,642,35081,4,WN
12,2009,34409,633,35042,4,WN
1,2010,34475,632,35107,1,WN
2,2010,34424,612,35036,1,WN
3,2010,34327,619,34946,1,WN
4,2010,34278,588,34866,2,WN
5,2010,34309,607,34916,2,WN
6,2010,34309,653,34962,2,WN
7,2010,34313,688,35001,3,WN
8,2010,34410,715,35125,3,WN
9,2010,34482,707,35189,3,WN
10,2010,34621,737,35358,4,WN
11,2010,34614,781,35395,4,WN
12,2010,34506,790,35296,4,WN
1,2011,34740,806,35546,1,WN
2,2011,34977,759,35736,1,WN
3,2011,35065,773,35838,1,WN
4,2011,35260,767,36027,2,WN
5,2011,35489,786,36275,2,WN
6,2011,35835,794,36629,2,WN
7,2011,36054,827,36881,3,WN
8,2011,36322,830,37152,3,WN
9,2011,36711,833,37544,3,WN
10,2011,36939,820,37759,4,WN
11,2011,37167,850,38017,4,WN
12,2011,37202,877,38079,4,WN
1,2012,37741,923,38664,1,WN
2,2012,37990,955,38945,1,WN
3,2012,38336,993,39329,1,WN
4,2012,45405,1437,46842,2,WN
5,2012,45438,1476,46914,2,WN
6,2012,45391,1473,46864,2,WN
7,2012,45208,1490,46698,3,WN
8,2012,45016,1466,46482,3,WN
9,2012,45301,1494,46795,3,WN
10,2012,45277,1476,46753,4,WN
11,2012,45204,1497,46701,4,WN
12,2012,45128,1466,46594,4,WN
1,2013,45121,1428,46549,1,WN
2,2013,45145,1424,46569,1,WN
3,2013,45078,1426,46504,1,WN
4,2013,44860,1459,46319,2,WN
5,2013,44796,1404,46200,2,WN
6,2013,44543,1345,45888,2,WN
7,2013,44464,1328,45792,3,WN
8,2013,44327,1345,45672,3,WN
9,2013,44476,1343,45819,3,WN
10,2013,44391,1366,45757,4,WN
11,2013,44246,1330,45576,4,WN
12,2013,44158,1346,45504,4,WN
